recall,precision
1.0,0.13097713097713098
0.9841269841269841,0.12916666666666668
0.9841269841269841,0.12943632567849686
0.9841269841269841,0.1297071129707113
0.9841269841269841,0.129979035639413
0.9841269841269841,0.13025210084033614
0.9841269841269841,0.13052631578947368
0.9841269841269841,0.1308016877637131
0.9841269841269841,0.13107822410147993
0.9841269841269841,0.13135593220338984
0.9841269841269841,0.1316348195329087
0.9841269841269841,0.13191489361702127
0.9841269841269841,0.13219616204690832
0.9841269841269841,0.13247863247863248
0.9841269841269841,0.13276231263383298
0.9841269841269841,0.13304721030042918
0.9841269841269841,0.13333333333333333
0.9841269841269841,0.1336206896551724
0.9841269841269841,0.13390928725701945
0.9841269841269841,0.1341991341991342
0.9841269841269841,0.13449023861171366
0.9841269841269841,0.13478260869565217
0.9841269841269841,0.13507625272331156
0.9841269841269841,0.13537117903930132
0.9841269841269841,0.13566739606126915
0.9841269841269841,0.13596491228070176
0.9841269841269841,0.13626373626373625
0.9841269841269841,0.13656387665198239
0.9841269841269841,0.1368653421633554
0.9841269841269841,0.13716814159292035
0.9841269841269841,0.13747228381374724
0.9841269841269841,0.13777777777777778
0.9841269841269841,0.13808463251670378
0.9841269841269841,0.13839285714285715
0.9841269841269841,0.13870246085011187
0.9841269841269841,0.13901345291479822
0.9841269841269841,0.1393258426966292
0.9682539682539683,0.1373873873873874
0.9682539682539683,0.13769751693002258
0.9682539682539683,0.13800904977375567
0.9682539682539683,0.1383219954648526
0.9682539682539683,0.13863636363636364
0.9682539682539683,0.13895216400911162
0.9682539682539683,0.13926940639269406
0.9682539682539683,0.13958810068649885
0.9682539682539683,0.13990825688073394
0.9523809523809523,0.13793103448275862
0.9523809523809523,0.1382488479262673
0.9523809523809523,0.13856812933025403
0.9523809523809523,0.1388888888888889
0.9523809523809523,0.13921113689095127
0.9523809523809523,0.13953488372093023
0.9523809523809523,0.13986013986013987
0.9523809523809523,0.14018691588785046
0.9523809523809523,0.1405152224824356
0.9523809523809523,0.14084507042253522
0.9523809523809523,0.1411764705882353
0.9523809523809523,0.14150943396226415
0.9523809523809523,0.14184397163120568
0.9523809523809523,0.14218009478672985
0.9523809523809523,0.14251781472684086
0.9523809523809523,0.14285714285714285
0.9523809523809523,0.1431980906921241
0.9523809523809523,0.14354066985645933
0.9523809523809523,0.14388489208633093
0.9523809523809523,0.14423076923076922
0.9523809523809523,0.14457831325301204
0.9523809523809523,0.14492753623188406
0.9523809523809523,0.14527845036319612
0.9523809523809523,0.14563106796116504
0.9523809523809523,0.145985401459854
0.9523809523809523,0.14634146341463414
0.9523809523809523,0.1466992665036675
0.9523809523809523,0.14705882352941177
0.9523809523809523,0.14742014742014742
0.9523809523809523,0.1477832512315271
0.9523809523809523,0.14814814814814814
0.9523809523809523,0.1485148514851485
0.9523809523809523,0.1488833746898263
0.9523809523809523,0.14925373134328357
0.9523809523809523,0.14962593516209477
0.9523809523809523,0.15
0.9523809523809523,0.15037593984962405
0.9523809523809523,0.1507537688442211
0.9523809523809523,0.15113350125944586
0.9523809523809523,0.15151515151515152
0.9523809523809523,0.1518987341772152
0.9523809523809523,0.15228426395939088
0.9365079365079365,0.15012722646310434
0.9365079365079365,0.15051020408163265
0.9365079365079365,0.15089514066496162
0.9365079365079365,0.15128205128205127
0.9365079365079365,0.15167095115681234
0.9365079365079365,0.15206185567010308
0.9365079365079365,0.1524547803617571
0.9365079365079365,0.15284974093264247
0.9365079365079365,0.15324675324675324
0.9365079365079365,0.15364583333333334
0.9365079365079365,0.15404699738903394
0.9365079365079365,0.1544502617801047
0.9365079365079365,0.15485564304461943
0.9365079365079365,0.15526315789473685
0.9365079365079365,0.15567282321899736
0.9365079365079365,0.15608465608465608
0.9365079365079365,0.15649867374005305
0.9365079365079365,0.15691489361702127
0.9365079365079365,0.15733333333333333
0.9365079365079365,0.15775401069518716
0.9365079365079365,0.1581769436997319
0.9365079365079365,0.1586021505376344
0.9365079365079365,0.15902964959568733
0.9365079365079365,0.15945945945945947
0.9365079365079365,0.15989159891598917
0.9365079365079365,0.16032608695652173
0.9365079365079365,0.16076294277929154
0.9365079365079365,0.16120218579234974
0.9365079365079365,0.16164383561643836
0.9365079365079365,0.1620879120879121
0.9365079365079365,0.162534435261708
0.9365079365079365,0.16298342541436464
0.9365079365079365,0.1634349030470914
0.9365079365079365,0.1638888888888889
0.9365079365079365,0.16434540389972144
0.9365079365079365,0.164804469273743
0.9365079365079365,0.16526610644257703
0.9365079365079365,0.16573033707865167
0.9365079365079365,0.16619718309859155
0.9365079365079365,0.16666666666666666
0.9206349206349206,0.1643059490084986
0.9206349206349206,0.16477272727272727
0.9206349206349206,0.16524216524216523
0.9206349206349206,0.1657142857142857
0.9206349206349206,0.166189111747851
0.9206349206349206,0.16666666666666666
0.9206349206349206,0.16714697406340057
0.9206349206349206,0.1676300578034682
0.9206349206349206,0.1681159420289855
0.9206349206349206,0.1686046511627907
0.9206349206349206,0.16909620991253643
0.9206349206349206,0.1695906432748538
0.9206349206349206,0.17008797653958943
0.9206349206349206,0.17058823529411765
0.9206349206349206,0.1710914454277286
0.9206349206349206,0.17159763313609466
0.9206349206349206,0.17210682492581603
0.9206349206349206,0.17261904761904762
0.9206349206349206,0.17313432835820897
0.9206349206349206,0.17365269461077845
0.9206349206349206,0.17417417417417416
0.9206349206349206,0.1746987951807229
0.9206349206349206,0.17522658610271905
0.9206349206349206,0.17575757575757575
