fpr,tpr
0.0,0.0
0.0,0.015873015873015872
0.0,0.07936507936507936
0.0020833333333333333,0.07936507936507936
0.0020833333333333333,0.09523809523809523
0.00625,0.09523809523809523
0.00625,0.14285714285714285
0.008333333333333333,0.14285714285714285
0.008333333333333333,0.1746031746031746
0.010416666666666666,0.1746031746031746
0.010416666666666666,0.19047619047619047
0.0125,0.19047619047619047
0.0125,0.20634920634920634
0.014583333333333334,0.20634920634920634
0.014583333333333334,0.23809523809523808
0.020833333333333332,0.23809523809523808
0.020833333333333332,0.25396825396825395
0.022916666666666665,0.25396825396825395
0.022916666666666665,0.2698412698412698
0.029166666666666667,0.2698412698412698
0.029166666666666667,0.30158730158730157
0.035416666666666666,0.30158730158730157
0.035416666666666666,0.3492063492063492
0.03958333333333333,0.3492063492063492
0.03958333333333333,0.36507936507936506
0.04375,0.36507936507936506
0.04375,0.38095238095238093
0.07083333333333333,0.38095238095238093
0.07083333333333333,0.42857142857142855
0.075,0.42857142857142855
0.075,0.4444444444444444
0.07708333333333334,0.4444444444444444
0.07708333333333334,0.4603174603174603
0.08541666666666667,0.4603174603174603
0.08541666666666667,0.47619047619047616
0.09166666666666666,0.47619047619047616
0.09166666666666666,0.5079365079365079
0.10625,0.5079365079365079
0.10625,0.5238095238095238
0.10833333333333334,0.5238095238095238
0.10833333333333334,0.5396825396825397
0.12291666666666666,0.5396825396825397
0.12291666666666666,0.5555555555555556
0.13125,0.5555555555555556
0.13125,0.5714285714285714
0.13333333333333333,0.5714285714285714
0.13333333333333333,0.5873015873015873
0.15833333333333333,0.5873015873015873
0.15833333333333333,0.6031746031746031
0.17291666666666666,0.6031746031746031
0.17291666666666666,0.6190476190476191
0.18125,0.6190476190476191
0.18125,0.6349206349206349
0.19791666666666666,0.6349206349206349
0.19791666666666666,0.6666666666666666
0.25,0.6666666666666666
0.25,0.6825396825396826
0.26875,0.6825396825396826
0.26875,0.7142857142857143
0.2833333333333333,0.7142857142857143
0.2833333333333333,0.7301587301587301
0.29791666666666666,0.7301587301587301
0.29791666666666666,0.746031746031746
0.30833333333333335,0.746031746031746
0.30833333333333335,0.7619047619047619
0.3104166666666667,0.7619047619047619
0.3104166666666667,0.7777777777777778
0.3145833333333333,0.7777777777777778
0.3145833333333333,0.8095238095238095
0.325,0.8095238095238095
0.325,0.8253968253968254
0.33541666666666664,0.8253968253968254
0.33541666666666664,0.8412698412698413
0.37916666666666665,0.8412698412698413
0.37916666666666665,0.8571428571428571
0.3875,0.8571428571428571
0.3875,0.873015873015873
0.3958333333333333,0.873015873015873
0.3958333333333333,0.8888888888888888
0.46458333333333335,0.8888888888888888
0.46458333333333335,0.9047619047619048
0.48125,0.9047619047619048
0.48125,0.9206349206349206
0.6145833333333334,0.9206349206349206
0.6145833333333334,0.9365079365079365
0.6958333333333333,0.9365079365079365
0.6958333333333333,0.9523809523809523
0.78125,0.9523809523809523
0.78125,0.9682539682539683
0.7979166666666667,0.9682539682539683
0.7979166666666667,0.9841269841269841
0.8708333333333333,0.9841269841269841
0.8708333333333333,1.0
1.0,1.0
